"";"HH11";"HH14/15";"HH21/22";"HH25/26";"HH32";"HH36";"HH4/5"
"chr27_3620289_ID=mir-6708_1";25,5714285714286;57,5714285714286;92;47;10;10,7142857142857;13,2857142857143
"chr6_7966644_ID=mir-1604_1";2,14285714285714;0,571428571428571;0,428571428571429;0,285714285714286;0,142857142857143;0;0,714285714285714
"chr19_131661_ID=mir-1651_1";2,14285714285714;3,71428571428571;2,85714285714286;2,71428571428571;0,142857142857143;0;1,85714285714286
"chr11_1453294_ID=mir-182_1";2,14285714285714;0,571428571428571;0,428571428571429;0,285714285714286;0,142857142857143;0;1,85714285714286
"chr7_7432710_ID=mir-96_1";2,14285714285714;0,571428571428571;0,428571428571429;0,285714285714286;0,142857142857143;0;0,714285714285714
"chrZ_10736293_ID=mir-183_1";2,14285714285714;0,571428571428571;0,428571428571429;0,285714285714286;0,142857142857143;0;0,714285714285714
"chr1_20126312_ID=mir-6676_1";2,14285714285714;0,571428571428571;0,428571428571429;0,285714285714286;0,142857142857143;0;16,7142857142857
"chr27_4292623_ID=mir-6629_1";2,14285714285714;0,571428571428571;0,428571428571429;0,285714285714286;0,142857142857143;0;0,714285714285714
"chr9_23063425_ID=mir-205_1";9;2,57142857142857;2,85714285714286;1,28571428571429;3,28571428571429;11,7142857142857;3
"chr20_8354708_ID=RF01063.1";2,14285714285714;0,571428571428571;0,428571428571429;0,142857142857143;0,142857142857143;0;0,714285714285714
"chr2_56259758_ID=mir-6659_1";2,14285714285714;1,57142857142857;1,42857142857143;0,142857142857143;0,142857142857143;0;14,7142857142857
"chr5_41903370_ID=mir-6621_1";2,14285714285714;0,571428571428571;1,42857142857143;0,142857142857143;0,142857142857143;0;0,714285714285714
"chr1_77618361_ID=mir-29_1";2,14285714285714;0,571428571428571;0,428571428571429;0,142857142857143;0,142857142857143;0;0,714285714285714
"chr12_18073841_ID=mir-3556_1";2,14285714285714;0,571428571428571;0,428571428571429;0,142857142857143;2,28571428571429;0,857142857142857;1,85714285714286
"chr8_2680693_ID=mir-1626_1";2,14285714285714;0,428571428571429;0,428571428571429;0,142857142857143;0,142857142857143;0;0,714285714285714
"chr2_120815030_ID=mir-1596_1";2,14285714285714;0,428571428571429;0,428571428571429;1,28571428571429;1,71428571428571;0;5,71428571428571
"chr11_1713513_ID=mir-1460_1";2,14285714285714;0,428571428571429;0,428571428571429;0,142857142857143;0,142857142857143;0;0,714285714285714
"chr12_6077661_ID=RF02271.1";109,428571428571;140,285714285714;260,142857142857;286,857142857143;276,428571428571;230,571428571429;265,857142857143
"chr9_8205756_number=45";2,14285714285714;0,428571428571429;0,428571428571429;0,142857142857143;0,142857142857143;0;0,714285714285714
"chr8_11466712_ID=mir-2126_1";2,14285714285714;0,428571428571429;1,42857142857143;0,142857142857143;0,142857142857143;0;0,714285714285714
"chr4_2177435_ID=RF00214.1";2,14285714285714;0,428571428571429;0,428571428571429;0,142857142857143;0,142857142857143;0;0,714285714285714
"chrZ_12371428_ID=mir-1693_1";2,14285714285714;0,428571428571429;0,428571428571429;0,142857142857143;0,142857142857143;0;0,714285714285714
"chrZ_34643700_ID=RF00003.1";2,14285714285714;0,428571428571429;0,428571428571429;0,142857142857143;0,142857142857143;0;0,714285714285714
"chr19_4234601_ID=RF00100.1";2;0,428571428571429;8,71428571428571;2,71428571428571;2,28571428571429;0;0,714285714285714
"chr15_656666_ID=mir-1645_1";151,857142857143;203;174,285714285714;276,428571428571;205,142857142857;291,857142857143;215,428571428571
"chr22_2962869_ID=RF00485.1";18,2857142857143;51;87,7142857142857;93,2857142857143;63,8571428571429;66;13,2857142857143
"chr11_8060790_ID=RF02184.1";2;0,428571428571429;0,428571428571429;0,142857142857143;0,142857142857143;0;0,714285714285714
"chr25_690585_ID=mir-3666_1";28,4285714285714;11,2857142857143;47,5714285714286;47,5714285714286;45,8571428571429;22,1428571428571;113,285714285714
"chr1_51419320_ID=mir-1695_1";2;0,428571428571429;0,428571428571429;1,28571428571429;0,142857142857143;0;0,714285714285714
"chr1_29591530_ID=RF00003.2";229,142857142857;213,142857142857;166,571428571429;160;109,428571428571;113,285714285714;289,857142857143
"chr3_107057773_ID=RF00619.1";2;0,428571428571429;0,428571428571429;1,28571428571429;1;0;0,714285714285714
"chr4_29965449_ID=RF00467.1";2;0,428571428571429;0,428571428571429;0,142857142857143;0,142857142857143;0;0,571428571428571
"chr11_16633982_ID=RF01417.1";2;0,428571428571429;0,428571428571429;0,142857142857143;0,142857142857143;0;0,571428571428571
"chr5_35507491_ID=RF00214.2";2;0,428571428571429;0,428571428571429;0,142857142857143;0,142857142857143;0;0,571428571428571
"chr14_7628273_ID=let-7_3";2;2,57142857142857;0,428571428571429;1,28571428571429;0,142857142857143;3,85714285714286;25,8571428571429
"chr3_65515742_HACA_75-";2;0,428571428571429;0,428571428571429;0,142857142857143;0,142857142857143;0;0,571428571428571
"chr2_144466619_ID=RF00485.2";2;0,428571428571429;0,428571428571429;0,142857142857143;0,142857142857143;0;0,571428571428571
"chr9_8750538_number=1";2;0,428571428571429;0,428571428571429;0,142857142857143;0,142857142857143;0,857142857142857;0,571428571428571
