"";"HH11";"HH14/15";"HH21/22";"HH25/26";"HH32";"HH36";"HH4/5"
"chr1_290088_ID=mir-6708_1";4,71428571428571;1;0,428571428571429;0,571428571428571;0,714285714285714;1,14285714285714;0,285714285714286
"chr1_314579_ID=mir-1604_1";4,71428571428571;0,714285714285714;0,428571428571429;0,571428571428571;0,714285714285714;0,142857142857143;0
"chr1_505088_ID=mir-1651_1";4,71428571428571;0,714285714285714;1,71428571428571;0,571428571428571;0,714285714285714;0,142857142857143;0
"chr1_795101_ID=mir-182_1";4,57142857142857;0,714285714285714;0,428571428571429;0,571428571428571;0,714285714285714;0,142857142857143;0
"chr1_796112_ID=mir-96_1";4,57142857142857;0,714285714285714;0,428571428571429;0,571428571428571;0,714285714285714;0,142857142857143;0
"chr1_796227_ID=mir-183_1";4,42857142857143;0,714285714285714;0,428571428571429;0,571428571428571;0,714285714285714;0,142857142857143;0
"chr1_858538_ID=mir-6676_1";6,14285714285714;0,714285714285714;0,428571428571429;0,571428571428571;0,714285714285714;0,142857142857143;0,285714285714286
"chr1_868652_ID=mir-6629_1";4,42857142857143;6,85714285714286;3,28571428571429;2,71428571428571;0,714285714285714;1,14285714285714;8,71428571428571
"chr1_1223726_ID=mir-205_1";4,42857142857143;0,714285714285714;0,428571428571429;0,571428571428571;0,714285714285714;0,142857142857143;0
"chr1_1291500_ID=RF01063.1";4,42857142857143;0,714285714285714;0,428571428571429;0,571428571428571;1,85714285714286;1,14285714285714;0,285714285714286
"chr1_1678308_ID=mir-6659_1";4,42857142857143;0,714285714285714;0,428571428571429;0,571428571428571;0,714285714285714;0,142857142857143;0
"chr1_2622379_ID=mir-6621_1";29,4285714285714;2,28571428571429;17,7142857142857;15,4285714285714;27,1428571428571;21,8571428571429;12,1428571428571
"chr1_3328672_ID=mir-29_1";4,42857142857143;0,714285714285714;0,428571428571429;0,571428571428571;0,714285714285714;0,142857142857143;0
"chr1_3329689_ID=mir-3556_1";4,42857142857143;0,714285714285714;0,428571428571429;0,571428571428571;0,714285714285714;0,142857142857143;0,714285714285714
"chr1_5558265_ID=mir-1626_1";4,42857142857143;0,714285714285714;0,428571428571429;0,571428571428571;2,85714285714286;1,14285714285714;0
"chr1_5678879_ID=mir-1596_1";4,28571428571429;0,714285714285714;0,285714285714286;0,571428571428571;0,714285714285714;0,142857142857143;0
"chr1_6824866_ID=mir-1460_1";4,14285714285714;0,714285714285714;0,285714285714286;0,571428571428571;0,714285714285714;0,142857142857143;0
"chr1_7374368_ID=RF02271.1";4,14285714285714;8,85714285714286;12,8571428571429;4,42857142857143;15,5714285714286;14,7142857142857;16,2857142857143
"chr1_13212708_number=45";6,14285714285714;2,28571428571429;0,285714285714286;0,571428571428571;0,714285714285714;1,14285714285714;0,714285714285714
"chr1_14567821_ID=mir-2126_1";35,1428571428571;0,714285714285714;3,28571428571429;1,57142857142857;0,714285714285714;1,14285714285714;0
"chr1_17851434_ID=RF00214.1";4,14285714285714;0,714285714285714;6,28571428571429;4,42857142857143;0,714285714285714;1,14285714285714;0,714285714285714
"chr1_20342133_ID=mir-1693_1";4,14285714285714;0,714285714285714;0,285714285714286;0,571428571428571;0,714285714285714;0,142857142857143;0
"chr1_21236511_ID=RF00003.1";4,14285714285714;0,714285714285714;0,285714285714286;0,571428571428571;0,714285714285714;0,142857142857143;0
"chr1_22902841_ID=RF00100.1";4,14285714285714;0,714285714285714;0,285714285714286;0,571428571428571;0,714285714285714;0,142857142857143;0
"chr1_23147247_ID=mir-1645_1";4,14285714285714;2,28571428571429;0,285714285714286;0,428571428571429;0,714285714285714;0,142857142857143;0
"chr1_23306652_ID=RF00485.1";4,14285714285714;0,714285714285714;19,4285714285714;23,8571428571429;69,4285714285714;86,2857142857143;5,28571428571429
"chr1_24621777_ID=RF02184.1";42;26,1428571428571;17,5714285714286;16,8571428571429;10,7142857142857;15,8571428571429;15,8571428571429
"chr1_25886903_ID=mir-3666_1";4,14285714285714;0,714285714285714;0,285714285714286;0,428571428571429;0,714285714285714;0,142857142857143;0
"chr1_26663517_ID=mir-1695_1";4,14285714285714;0,714285714285714;1,71428571428571;0,428571428571429;0,714285714285714;0,142857142857143;0
"chr1_30965098_ID=RF00003.2";4,14285714285714;5,14285714285714;4,57142857142857;1,57142857142857;1,85714285714286;3,85714285714286;1,42857142857143
"chr1_31782060_ID=RF00619.1";12,2857142857143;0,714285714285714;0,285714285714286;0,428571428571429;0,714285714285714;0,142857142857143;0
"chr1_32561966_ID=RF00467.1";19,5714285714286;12,7142857142857;1,71428571428571;4,42857142857143;22,5714285714286;22,8571428571429;2,42857142857143
"chr1_32564506_ID=RF01417.1";51,4285714285714;35;6,28571428571429;4,42857142857143;32,5714285714286;46;5,85714285714286
"chr1_32568860_ID=RF00214.2";13,1428571428571;6,85714285714286;1,71428571428571;2,71428571428571;0,714285714285714;0,142857142857143;24,1428571428571
"chr1_33019227_ID=let-7_3";18,2857142857143;25,7142857142857;12,7142857142857;7,57142857142857;5,71428571428571;9,57142857142857;20,1428571428571
"chr1_33564597_HACA_75-";70,5714285714286;99,5714285714286;75,4285714285714;75,4285714285714;88,1428571428571;64,8571428571429;90,7142857142857
"chr1_37563972_ID=RF00485.2";69,4285714285714;46;79,8571428571429;61,5714285714286;107,714285714286;84,1428571428571;30
"chr1_44928529_number=1";4,14285714285714;0,714285714285714;0,285714285714286;4,42857142857143;0,714285714285714;0,142857142857143;4
"chr1_45275206_ID=RF02094.1";25,7142857142857;0,714285714285714;1,71428571428571;0,428571428571429;0,714285714285714;2;0
"chr1_45581164_number=2";9;2,28571428571429;8,57142857142857;0,428571428571429;0,714285714285714;1,14285714285714;1,42857142857143
"chr1_46087390_ID=mir-1691_1";4,14285714285714;0,714285714285714;0,285714285714286;0,428571428571429;0,714285714285714;0,142857142857143;0
"chr1_46128770_ID=RF01967.1";4,14285714285714;0,714285714285714;3,28571428571429;0,428571428571429;1,85714285714286;1,14285714285714;0
"chr1_46130937_ID=RF01968.1";4,14285714285714;0,714285714285714;0,285714285714286;0,428571428571429;0,714285714285714;0,142857142857143;0
"chr1_46150495_ID=RF01969.1";4;2,28571428571429;0,285714285714286;5,85714285714286;9,42857142857143;3,85714285714286;0,285714285714286
"chr1_46150801_ID=RF01970.1";4;3,57142857142857;4,57142857142857;1,57142857142857;4,14285714285714;8,14285714285714;0
"chr1_46153516_ID=mir-135_3";3,85714285714286;0,714285714285714;0,285714285714286;1,57142857142857;13,8571428571429;2;0
"chr1_46479257_number=3";3,85714285714286;0,714285714285714;4,42857142857143;0,428571428571429;2,85714285714286;12;0,714285714285714
"chr1_46479506_number=44";3,85714285714286;0,714285714285714;0,285714285714286;0,428571428571429;0,714285714285714;0,142857142857143;0
"chr1_46479960_number=4";3,85714285714286;0,714285714285714;0,285714285714286;1,57142857142857;0,714285714285714;0,142857142857143;1,42857142857143
"chr1_46520990_HACA_53";53,5714285714286;48;55,7142857142857;44,2857142857143;51,1428571428571;48;52,2857142857143
"chr1_47925050_ID=RF00032.1";3,85714285714286;0,714285714285714;0,285714285714286;0,428571428571429;0,714285714285714;0,142857142857143;0,714285714285714
"chr1_47927655_ID=RF00032.2";7,14285714285714;2,28571428571429;1,71428571428571;0,285714285714286;0,714285714285714;0,142857142857143;0
"chr1_47928653_ID=RF00032.3";35;6,85714285714286;14,4285714285714;4,42857142857143;2,71428571428571;4,85714285714286;13,7142857142857
"chr1_47932772_ID=RF00032.4";18;29,4285714285714;10,5714285714286;10,1428571428571;25,1428571428571;18,4285714285714;14
"chr1_47933657_ID=RF00032.5";3,71428571428571;2,28571428571429;4,42857142857143;1,57142857142857;0,714285714285714;0,142857142857143;0,714285714285714
"chr1_47935409_ID=RF00032.6";3,57142857142857;0,714285714285714;0,285714285714286;0,285714285714286;0,714285714285714;0,142857142857143;0,714285714285714
"chr1_47936090_ID=RF00032.7";3,57142857142857;0,714285714285714;0,285714285714286;0,285714285714286;1,85714285714286;0,142857142857143;10,1428571428571
"chr1_47943765_ID=RF00032.8";3,57142857142857;0,714285714285714;0,285714285714286;0,285714285714286;0,714285714285714;0,142857142857143;0
"chr1_47944975_ID=RF00032.9";3,57142857142857;0,714285714285714;1,57142857142857;7,42857142857143;2,71428571428571;1,14285714285714;2,57142857142857
"chr1_47946605_ID=RF00032.10";3,57142857142857;0,714285714285714;1,57142857142857;2,71428571428571;2,71428571428571;0,142857142857143;0
"chr1_47953802_ID=RF00032.11";53,1428571428571;45,8571428571429;25,7142857142857;38,4285714285714;55,7142857142857;12,8571428571429;19,1428571428571
"chr1_47958529_ID=RF00032.12";3,57142857142857;3,57142857142857;1,57142857142857;0,285714285714286;4,14285714285714;0,142857142857143;1,28571428571429
"chr1_47959749_ID=RF00032.13";43,2857142857143;28;12,7142857142857;30;51,4285714285714;37,4285714285714;12,1428571428571
